1;5000;0.9801;0.0;0;0;1;10
2;6000;0.9702989999999999;5500.0;0;1;0;9
3;6000;0.96059601;6000.0;0;1;0;4
4;6000;0.9509900498999999;6000.0;0;1;0;0
5;-5000;0.9414801494009999;500.0;0;0;1;3
6;6000;0.9320653479069899;500.0;0;1;0;1
7;6000;0.92274469442792;6000.0;0;1;0;10
8;8000;0.9135172474836407;7000.0;0;1;0;4
9;6000;0.9043820750088043;7000.0;0.17532691;1;0;16
10;5000;0.8953382542587163;5500.0;3571400.0;0;0;2
11;-5000;0.8863848717161291;0.0;24002344.0;0;1;0
12;-5000;0.8775210229989678;-5000.0;8999991.0;0;1;0
13;8000;0.8687458127689781;1500.0;7.7643213;1;0;9
14;-5000;0.8600583546412883;1500.0;11.555937;0;1;3
15;-5000;0.8514577710948754;-5000.0;1.2975427;0;1;4
16;6000;0.8429431933839266;500.0;0.5244456;1;0;1
17;8000;0.8345137614500874;7000.0;0.21133359;1;0;3
18;6000;0.8261686238355865;7000.0;16669160.0;1;0;0
19;-5000;0.8179069375972307;500.0;4499911.0;0;1;4
20;-5000;0.8097278682212583;-5000.0;3563630.2;0;1;3
21;-5000;0.8016305895390458;-5000.0;4457091.0;0;1;4
